text,label,place
"xiao long bao (excuse the spelling) is so fresh, it can't be beaten. expect your food to come very quickly, and your check to come quickly after.the variety of dishes is well executed and tasty with generous portions.",4,Dumplings' Legend
brilliant food. service was a bit slow and all over the place with multiple servers asking the same things. tables were crammed in quite tight so it felt like we were on top of the tables either side of us.,3,Dumplings' Legend
lovely place reward for not using cards great food,5,Dumplings' Legend
"value for money, quick service even though it was busy.",3,Dumplings' Legend
"good food, nice staff and good prices too.  open late. great find.",4,Dumplings' Legend
the soup inside xiao long bao seeped out right after serving. so the soup was all over the table instead. hope they fix this for food quality.,3,Dumplings' Legend
get there early and definitely try the bao! absolutely delicious!,5,Dumplings' Legend
busy restaurant with lots of people turning over all the time but food is just great and it is good value. the service is fast and not particularly friendly so ideal if you just want great food. try the dim sum range or the sia long bau which are very fresh and done by in the kitchen daily.,4,Dumplings' Legend
really great food and service was ok too. would highly recommend this place.,5,Dumplings' Legend
good portions and great service for nye!,5,Dumplings' Legend
dumpling were excellent. portions are biig so be ready.,4,Dumplings' Legend
quick service and they arent joking about being dumpling legends!,5,Dumplings' Legend
"quick service, nothing special on dim sum",3,Dumplings' Legend
"if you want an authentic oriental taste experience in the heart of china town, then this is the place. just take a look at the menu, they have rabbit!! i must admit that it's not for the faint hearted but everything is absolutely delicious and full of flavour!!!",5,Dumplings' Legend
"good dim sum, but cramped sitting space and grumpy staff.",4,Dumplings' Legend
the best chinese restaurant ever.never had a bad experience and i have been there 20 times now.super efficient and amazing food all the time.,5,Dumplings' Legend
"famous for its lovely dumplings. we didn't prebook and there was plenty of space. if you are after a huge plate of vegetarian noodles, ask as they are off menu and prepared specially. helpful staff, tap water offered with no fuss on a warm july evening. meal for two was 35. service included.",5,Dumplings' Legend
lovely food and good value for money in a great location.,5,Dumplings' Legend
i have eaten at my fair share of chinese restaurants and their egg fried rice with prawns was amazing. their dumplings were good too - i recommend the pan fried pork dumplings over the soupy ones.,5,Dumplings' Legend
"great service, warm and friendly staff, nothing to much trouble and explanation.  dumplings excellent as usual.",5,Dumplings' Legend
good standard dim sum. solid not spectacular.,4,Dumplings' Legend
wasn't disappointed but not wowed either. with every other restaurant in china town doing the same thing there is nothing to make it stand out.,3,Dumplings' Legend
"food was great! restaurant nice and bright, staff very pleasant",5,Dumplings' Legend
love the dumplings here. best in chinatown.,5,Dumplings' Legend
"easy chinese restaurant, tho really push to move customers through",4,Dumplings' Legend
"solid, traditional chinese. a good shout for china town",4,Dumplings' Legend
"friendly personnel, large portions food for a good price. dumplings weren't that great though",4,Dumplings' Legend
"delicious dumplings, busy restaurant but quick service",5,Dumplings' Legend
this is the one restaurant i return to time and time again. beautiful soup dumplings. staff are efficient but not personable. this is not something you should worry about as when you've queued for 30 mins to get a table you appreciate the efficiency of the place. service is charged on all tables. they served tap water. food is great.,5,Dumplings' Legend
daytime dumplings ok but not served in evening. bit of a rip off joint - the hurry you off the table and whack 12.5% service on the bill without asking. many much better places nearby,2,Dumplings' Legend
the staff are not friendly but the dumplings are so fresh and the food is damn tasty. a staple in chinatown and highly recommended,5,Dumplings' Legend
dumplings here are always supurb. they are handmade on sight. this is one of my favourite restaurants in london. highly recommend the xi long bao - soup dumplings,5,Dumplings' Legend
the food no so great! poor service and awkward atmosphere,3,Dumplings' Legend
"the staff where extremely rude. overpriced disgusting food and we where insulted by the staff. we eat out a lot and have never been so disappointed. we paid, but shouldnt have bothered.. rip off.. how they can get away with that type of behaviour and food is beyond me....",1,Dumplings' Legend
"staff are watching you all the time. considering they had over 10 waiters at once, it makes the atmosphere a bit uncomfortable. pls look into that otherwise, the dumplings were very nice. a bit pricey, but overall okay. bare in mind there is a minimum expenditure per person!",3,Dumplings' Legend
omg best chinese place about. food was amazing. you can bring your own alcohol too,5,Dumplings' Legend
"we come here every christmas and love the food. the dumplings were great, and the main course was equally tasty. be prepared to queue at times!",5,Dumplings' Legend
"the vegetarian menu was disgusting. really disappointed. i could have made nicer food at home. a lot of it was tasteless. fried spring rolls with no vegetables inside, boiled broccoli with some mushrooms on top. really don't know why it's so popular. will never come back if you paid me.",1,Dumplings' Legend
"very pleasant meal here with 4 others, sat up stairs. food arrived quickly. id recommend the set menu and some dim sum. good choice of beer and wine. and amazing a la cart menu as well. look forward to coming back. portions are big, so go hungry.",4,Dumplings' Legend
"our favourite place to visit when in london. our trip isn't complete unless we stop here. love the food, great value and fast service.",5,Dumplings' Legend
"good service. fabulous food, especially the dumplings. reasonably priced. lively atmosphere but not too noisy",5,Dumplings' Legend
we have long avoided this as it looked like a tourist trap but have been twice now and are hooked. prices slightly above average for chinatown but service is above average too. interior is well layed out and not as cramped as many of the other restaurants too. food was great which is always the key. will be back.,5,Dumplings' Legend
"dumplings' legend was recommended by a couple of friends, so we went there for lunch on a friday. the atmosphere was pleasant and service we extremely prompt; couldn't ask for much more. as for the food - sublime. some of the best dumplings i've ever had - and reasonably priced. an all round great experience.",4,Dumplings' Legend
"very good service. gourmet food. i recommend ordering sets, you can try a lot of things then. the best dish lemon chicken",5,Dumplings' Legend
superb food with very good servcie,5,Dumplings' Legend
winston and his staff are amazing.  thanks for the best food in uk outside of asia.robin lloyd,5,Dumplings' Legend
absolutely brilliant! great authentic experience.  the service is really quick and efficient.,5,Dumplings' Legend
"delicious and fresh dim sum. service was fast and good seating area. waiter staff helpful and efficient but not anything additional. not a problem. food very tasty, recommend cheng fun and prawn dumplings.",4,Dumplings' Legend
